State,Year,Crop Name,Temperature Range,Yield (MT),Area (Ha)
Himachal Pradesh,2008,Barley,0-28,801281,1543784
Himachal Pradesh,2008,Maize,0-28,2555165,499631
Himachal Pradesh,2008,Rice,0-28,3661550,1315281
Himachal Pradesh,2008,Wheat,0-28,1348700,467811
Himachal Pradesh,2007,Barley,0-28,2541082,700464
Himachal Pradesh,2007,Maize,0-28,3397082,577710
Himachal Pradesh,2007,Rice,0-28,1365467,282399
Himachal Pradesh,2007,Wheat,0-28,3589865,1186572
Himachal Pradesh,2006,Barley,0-28,587949,771606
Himachal Pradesh,2006,Maize,0-28,4107381,1067807
Himachal Pradesh,2006,Rice,0-28,1341618,1012481
Himachal Pradesh,2006,Wheat,0-28,2419641,553666
Himachal Pradesh,2005,Barley,0-28,3138927,1113567
Himachal Pradesh,2005,Maize,0-28,3107376,724927
Himachal Pradesh,2005,Rice,0-28,3884290,1094248
Himachal Pradesh,2005,Wheat,0-28,3553474,514968
Himachal Pradesh,2004,Barley,0-28,1099256,479793
Himachal Pradesh,2004,Maize,0-28,3164114,319680
Himachal Pradesh,2004,Rice,0-28,2812453,573688
Himachal Pradesh,2004,Wheat,0-28,3170688,1000474
Himachal Pradesh,2003,Barley,0-28,2124337,708426
Himachal Pradesh,2003,Maize,0-28,757032,300659
Himachal Pradesh,2003,Rice,0-28,3129766,549999
Himachal Pradesh,2003,Wheat,0-28,3488446,570856
Himachal Pradesh,2002,Barley,0-28,1913735,610237
Himachal Pradesh,2002,Maize,0-28,3294404,457351
Himachal Pradesh,2002,Rice,0-28,3584238,416556
Himachal Pradesh,2002,Wheat,0-28,918511,718841
Himachal Pradesh,2001,Barley,0-28,1514204,325439
Himachal Pradesh,2001,Maize,0-28,2392304,1125172
Himachal Pradesh,2001,Rice,0-28,791864,1208677
Himachal Pradesh,2001,Wheat,0-28,2638307,1040337
Himachal Pradesh,2000,Barley,0-28,1724975,333951
Himachal Pradesh,2000,Maize,0-28,1564128,706935
Himachal Pradesh,2000,Rice,0-28,3162710,389401
Himachal Pradesh,2000,Wheat,0-28,2788322,339701
Jammu and Kashmir,2024,Barley,-2-32,2111606,459181
Jammu and Kashmir,2024,Maize,-2-32,4211084,635775
Jammu and Kashmir,2024,Rice,-2-32,3633238,931385
Jammu and Kashmir,2024,Wheat,-2-32,2090829,1118012
Jammu and Kashmir,2023,Barley,-2-32,4672780,505165
Jammu and Kashmir,2023,Maize,-2-32,1325329,2259629
Jammu and Kashmir,2023,Rice,-2-32,2463858,774929
Jammu and Kashmir,2023,Wheat,-2-32,3407205,2252852
Jammu and Kashmir,2022,Barley,-2-32,2191200,707648
Jammu and Kashmir,2022,Maize,-2-32,2961560,1502902
Jammu and Kashmir,2022,Rice,-2-32,4771366,444397
Jammu and Kashmir,2022,Wheat,-2-32,5321906,2372520
Jammu and Kashmir,2021,Barley,-2-32,3603728,987421
Jammu and Kashmir,2021,Maize,-2-32,4752111,704205
Jammu and Kashmir,2021,Rice,-2-32,5210794,832138
Jammu and Kashmir,2021,Wheat,-2-32,1601015,441472
Jammu and Kashmir,2020,Barley,-2-32,3901497,1574724
Jammu and Kashmir,2020,Maize,-2-32,1986245,646437
Jammu and Kashmir,2020,Rice,-2-32,3519263,1121415
Jammu and Kashmir,2020,Wheat,-2-32,5226335,408411
Jammu and Kashmir,2019,Barley,-2-32,3911606,351682
Jammu and Kashmir,2019,Maize,-2-32,991506,855300
Jammu and Kashmir,2019,Rice,-2-32,1997417,382160
Jammu and Kashmir,2019,Wheat,-2-32,1243264,1294644
Jammu and Kashmir,2018,Barley,-2-32,2083321,1236595
Jammu and Kashmir,2018,Maize,-2-32,2195767,1110181
Jammu and Kashmir,2018,Rice,-2-32,4284711,2084277
Jammu and Kashmir,2018,Wheat,-2-32,1633707,1573111
Jammu and Kashmir,2017,Barley,-2-32,624494,687944
Jammu and Kashmir,2017,Maize,-2-32,4163994,2141949
Jammu and Kashmir,2017,Rice,-2-32,1367399,2147744
Jammu and Kashmir,2017,Wheat,-2-32,2302393,627392
Jammu and Kashmir,2016,Barley,-2-32,4882098,887201
Jammu and Kashmir,2016,Maize,-2-32,1249980,1060968
Jammu and Kashmir,2016,Rice,-2-32,2111870,598274
Jammu and Kashmir,2016,Wheat,-2-32,1544920,2244032
Jammu and Kashmir,2015,Barley,-2-32,3965962,704810
Jammu and Kashmir,2015,Maize,-2-32,2151195,824178
Jammu and Kashmir,2015,Rice,-2-32,3794587,582462
Jammu and Kashmir,2015,Wheat,-2-32,3597411,869304
Jammu and Kashmir,2014,Barley,-2-32,3170693,475900
Jammu and Kashmir,2014,Maize,-2-32,3820907,553234
Jammu and Kashmir,2014,Rice,-2-32,4697155,1114620
Jammu and Kashmir,2014,Wheat,-2-32,1151491,1243395
Jammu and Kashmir,2013,Barley,-2-32,1348866,821965
Jammu and Kashmir,2013,Maize,-2-32,2420233,842507
Jammu and Kashmir,2013,Rice,-2-32,3139974,527574
Jammu and Kashmir,2013,Wheat,-2-32,6030019,1909791
Jammu and Kashmir,2012,Barley,-2-32,2728899,465363
Jammu and Kashmir,2012,Maize,-2-32,3173249,808074
Jammu and Kashmir,2012,Rice,-2-32,2991492,884229
Jammu and Kashmir,2012,Wheat,-2-32,1453360,434961
Jammu and Kashmir,2011,Barley,-2-32,1001828,1496806
Jammu and Kashmir,2011,Maize,-2-32,2524936,755326
Jammu and Kashmir,2011,Rice,-2-32,3204243,305008
Jammu and Kashmir,2011,Wheat,-2-32,3438016,292903
Jammu and Kashmir,2010,Barley,-2-32,1970221,1345138
Jammu and Kashmir,2010,Maize,-2-32,2169613,605213
Jammu and Kashmir,2010,Rice,-2-32,3245397,845644
Jammu and Kashmir,2010,Wheat,-2-32,3969343,655122
Jammu and Kashmir,2009,Barley,-2-32,1511917,1015901
Jammu and Kashmir,2009,Maize,-2-32,2563223,1284498
Jammu and Kashmir,2009,Rice,-2-32,4343084,546324
Jammu and Kashmir,2009,Wheat,-2-32,3797858,258965
Jammu and Kashmir,2008,Barley,-2-32,2421481,871455
Jammu and Kashmir,2008,Maize,-2-32,1680304,976138
Jammu and Kashmir,2008,Rice,-2-32,3947130,820801
Jammu and Kashmir,2008,Wheat,-2-32,1836032,561924
Jammu and Kashmir,2007,Barley,-2-32,2193722,734731
Jammu and Kashmir,2007,Maize,-2-32,1927548,727393
Jammu and Kashmir,2007,Rice,-2-32,1796641,929349
Jammu and Kashmir,2007,Wheat,-2-32,2801831,492099
Jammu and Kashmir,2006,Barley,-2-32,2954634,933431
Jammu and Kashmir,2006,Maize,-2-32,2529183,1010657
Jammu and Kashmir,2006,Rice,-2-32,3586128,788562
Jammu and Kashmir,2006,Wheat,-2-32,3888217,452087
Jammu and Kashmir,2005,Barley,-2-32,1318974,331971
Jammu and Kashmir,2005,Maize,-2-32,1537118,452806
Jammu and Kashmir,2005,Rice,-2-32,1547039,976331
Jammu and Kashmir,2005,Wheat,-2-32,1930572,1361639
Jammu and Kashmir,2004,Barley,-2-32,1546634,548952
Jammu and Kashmir,2004,Maize,-2-32,1357534,1203378
Jammu and Kashmir,2004,Rice,-2-32,2973605,257578
Jammu and Kashmir,2004,Wheat,-2-32,1193227,626383
Jammu and Kashmir,2003,Barley,-2-32,853789,419145
Jammu and Kashmir,2003,Maize,-2-32,1457614,668068
Jammu and Kashmir,2003,Rice,-2-32,616692,1259757
Jammu and Kashmir,2003,Wheat,-2-32,1816657,844984
Jammu and Kashmir,2002,Barley,-2-32,2705374,352644
Jammu and Kashmir,2002,Maize,-2-32,3307454,945986
Jammu and Kashmir,2002,Rice,-2-32,2315406,767440
Jammu and Kashmir,2002,Wheat,-2-32,2072918,347091
Jammu and Kashmir,2001,Barley,-2-32,2813940,309256
Jammu and Kashmir,2001,Maize,-2-32,3388105,1174771
Jammu and Kashmir,2001,Rice,-2-32,1902897,547589
Jammu and Kashmir,2001,Wheat,-2-32,1739014,1234792
Jammu and Kashmir,2000,Barley,-2-32,2024572,821796
Jammu and Kashmir,2000,Maize,-2-32,3714438,987685
Jammu and Kashmir,2000,Rice,-2-32,2651213,1020405
Jammu and Kashmir,2000,Wheat,-2-32,1033343,783437
Jharkhand,2024,Groundnut,16-36,4306929,1444419
Jharkhand,2024,Maize,16-36,4971272,475072
Jharkhand,2024,Rice,16-36,3545604,565341
Jharkhand,2024,Wheat,16-36,6068201,1209003
Jharkhand,2023,Groundnut,16-36,4639193,1111057
Jharkhand,2023,Maize,16-36,2193459,1963491
Jharkhand,2023,Rice,16-36,8527023,2403900
Jharkhand,2023,Wheat,16-36,2832251,2220512
Jharkhand,2022,Groundnut,16-36,2561304,894448
Jharkhand,2022,Maize,16-36,1299452,1418756
Jharkhand,2022,Rice,16-36,4430825,1801861
Jharkhand,2022,Wheat,16-36,2691468,1143203
Jharkhand,2021,Groundnut,16-36,2410329,623624
Jharkhand,2021,Maize,16-36,4075874,1064350
Jharkhand,2021,Rice,16-36,5236374,899187
Jharkhand,2021,Wheat,16-36,2681182,1549512
Jharkhand,2020,Groundnut,16-36,3402013,1576976
Jharkhand,2020,Maize,16-36,7237144,858923
Jharkhand,2020,Rice,16-36,2318795,524083
Jharkhand,2020,Wheat,16-36,981537,1585939
Jharkhand,2019,Groundnut,16-36,3465759,387293
Jharkhand,2019,Maize,16-36,3269698,249131
Jharkhand,2019,Rice,16-36,3913110,1411195
Jharkhand,2019,Wheat,16-36,3502670,1616802
Jharkhand,2018,Groundnut,16-36,4572078,1179531
Jharkhand,2018,Maize,16-36,2817930,382334
Jharkhand,2018,Rice,16-36,5080238,1238557
Jharkhand,2018,Wheat,16-36,3603307,1784983
Jharkhand,2017,Groundnut,16-36,2391607,1369549
Jharkhand,2017,Maize,16-36,2322527,1554765
Jharkhand,2017,Rice,16-36,714026,522350
Jharkhand,2017,Wheat,16-36,2051427,1467051
Jharkhand,2016,Groundnut,16-36,2866921,930609
Jharkhand,2016,Maize,16-36,1993238,322215
Jharkhand,2016,Rice,16-36,2284713,811705
Jharkhand,2016,Wheat,16-36,1089529,1098265
Jharkhand,2015,Groundnut,16-36,1437440,1228427
Jharkhand,2015,Maize,16-36,1890327,804513
Jharkhand,2015,Rice,16-36,4028357,423439
Jharkhand,2015,Wheat,16-36,2136807,1163269
Jharkhand,2014,Groundnut,16-36,3052569,796300
Jharkhand,2014,Maize,16-36,2244428,1736629
Jharkhand,2014,Rice,16-36,4599743,1092056
Jharkhand,2014,Wheat,16-36,4672394,1639453
Jharkhand,2013,Groundnut,16-36,2158932,1410311
Jharkhand,2013,Maize,16-36,4871330,645555
Jharkhand,2013,Rice,16-36,3701086,661230
Jharkhand,2013,Wheat,16-36,1465761,1390383
Jharkhand,2012,Groundnut,16-36,2483629,802526
Jharkhand,2012,Maize,16-36,3034160,579468
Jharkhand,2012,Rice,16-36,4240699,357301
Jharkhand,2012,Wheat,16-36,1373089,1596687
Jharkhand,2011,Groundnut,16-36,2008065,341986
Jharkhand,2011,Maize,16-36,4721107,1441080
Jharkhand,2011,Rice,16-36,3120585,498781
Jharkhand,2011,Wheat,16-36,2368625,742571
Jharkhand,2010,Groundnut,16-36,2018218,1393011
Jharkhand,2010,Maize,16-36,804995,1344636
Jharkhand,2010,Rice,16-36,1986447,1198657
Jharkhand,2010,Wheat,16-36,1370599,1065265
Jharkhand,2009,Groundnut,16-36,2961439,649705
Jharkhand,2009,Maize,16-36,3571604,924732
Jharkhand,2009,Rice,16-36,3075880,1054670
Jharkhand,2009,Wheat,16-36,1910959,1353060
Jharkhand,2008,Groundnut,16-36,3639607,316862
Jharkhand,2008,Maize,16-36,1043425,367280
Jharkhand,2008,Rice,16-36,3806783,621662
Jharkhand,2008,Wheat,16-36,3549331,1403373
Jharkhand,2007,Groundnut,16-36,1751073,439882
Jharkhand,2007,Maize,16-36,1175785,263743
Jharkhand,2007,Rice,16-36,3247861,871770
Jharkhand,2007,Wheat,16-36,1534273,1274770
Jharkhand,2006,Groundnut,16-36,898364,842665
Jharkhand,2006,Maize,16-36,2612051,685465
Jharkhand,2006,Rice,16-36,4588980,1239132
Jharkhand,2006,Wheat,16-36,3641091,558240
Jharkhand,2005,Groundnut,16-36,1125976,655544
Jharkhand,2005,Maize,16-36,1502511,673975
Jharkhand,2005,Rice,16-36,2919028,951663
Jharkhand,2005,Wheat,16-36,2964669,800763
Jharkhand,2004,Groundnut,16-36,1883520,803058
Jharkhand,2004,Maize,16-36,1727488,918984
Jharkhand,2004,Rice,16-36,4197025,602343
Jharkhand,2004,Wheat,16-36,1796478,1208731
Jharkhand,2003,Groundnut,16-36,2752897,712674
Jharkhand,2003,Maize,16-36,2828053,1169533
Jharkhand,2003,Rice,16-36,938653,326146
Jharkhand,2003,Wheat,16-36,766047,570048
Jharkhand,2002,Groundnut,16-36,1747667,539216
Jharkhand,2002,Maize,16-36,3374709,1116223
Jharkhand,2002,Rice,16-36,2345467,921551
Jharkhand,2002,Wheat,16-36,3087594,575586
Jharkhand,2001,Groundnut,16-36,1985513,1005243
Jharkhand,2001,Maize,16-36,2711033,445497
Jharkhand,2001,Rice,16-36,2600112,853404
Jharkhand,2001,Wheat,16-36,1766068,417687
Jharkhand,2000,Groundnut,16-36,1385910,593781
Jharkhand,2000,Maize,16-36,1636493,1086837
Jharkhand,2000,Rice,16-36,1204622,642541
Jharkhand,2000,Wheat,16-36,2537254,790047
Karnataka,2024,Cotton,18-35,2235344,800799
Karnataka,2024,Groundnut,18-35,3967548,2241770
Karnataka,2024,Maize,18-35,4900498,1918948
Karnataka,2024,Ragi,18-35,2498300,633744
Karnataka,2024,Rice,18-35,7726850,2910102
Karnataka,2024,Sorghum,18-35,5116864,588522
Karnataka,2024,Sugarcane,18-35,3162362,934028
Karnataka,2023,Cotton,18-35,3593095,837138
Karnataka,2023,Groundnut,18-35,2216031,986851
Karnataka,2023,Maize,18-35,3792748,1498076
Karnataka,2023,Ragi,18-35,8454977,1118900
Karnataka,2023,Rice,18-35,6137145,2313241
Karnataka,2023,Sorghum,18-35,1212651,754360
Karnataka,2023,Sugarcane,18-35,3746653,352825
Karnataka,2022,Cotton,18-35,4738821,771929
Karnataka,2022,Groundnut,18-35,3543491,640702
Karnataka,2022,Maize,18-35,3702798,1450752
Karnataka,2022,Ragi,18-35,2141867,1007707
Karnataka,2022,Rice,18-35,6456260,2428879
Karnataka,2022,Sorghum,18-35,2673772,1357370
Karnataka,2022,Sugarcane,18-35,1575608,1164471
Karnataka,2021,Cotton,18-35,1149498,2083274
Karnataka,2021,Groundnut,18-35,3645691,2039956
Karnataka,2021,Maize,18-35,5272629,2079158
Karnataka,2021,Ragi,18-35,1615548,1524964
Karnataka,2021,Rice,18-35,5126612,1938042
Karnataka,2021,Sorghum,18-35,4406264,848483
Karnataka,2021,Sugarcane,18-35,4592967,321460
Karnataka,2020,Cotton,18-35,1699393,904620
Karnataka,2020,Groundnut,18-35,1860545,1185675
Karnataka,2020,Maize,18-35,5184908,2038567
Karnataka,2020,Ragi,18-35,6030242,1963132
Karnataka,2020,Rice,18-35,6420606,2421720
Karnataka,2020,Sorghum,18-35,5694241,1222914
Karnataka,2020,Sugarcane,18-35,1887457,280389
Karnataka,2019,Cotton,18-35,2733205,840594
Karnataka,2019,Groundnut,18-35,2032618,1999840
Karnataka,2019,Maize,18-35,3310061,1307331
Karnataka,2019,Ragi,18-35,3403503,859959
Karnataka,2019,Rice,18-35,6585784,2485779
Karnataka,2019,Sorghum,18-35,977447,874616
Karnataka,2019,Sugarcane,18-35,4405620,533747
Karnataka,2018,Cotton,18-35,2476173,1058018
Karnataka,2018,Groundnut,18-35,2955354,580813
Karnataka,2018,Maize,18-35,4475511,1763016
Karnataka,2018,Ragi,18-35,6047237,724838
Karnataka,2018,Rice,18-35,6367556,2403774
Karnataka,2018,Sorghum,18-35,3317557,366544
Karnataka,2018,Sugarcane,18-35,2807865,1149136
Karnataka,2017,Cotton,18-35,2618411,2306426
Karnataka,2017,Groundnut,18-35,2138957,1409814
Karnataka,2017,Maize,18-35,3841431,1504781
Karnataka,2017,Ragi,18-35,2394556,974054
Karnataka,2017,Rice,18-35,5649848,2122626
Karnataka,2017,Sorghum,18-35,5030929,1156495
Karnataka,2017,Sugarcane,18-35,4667405,1929006
Karnataka,2016,Cotton,18-35,2310050,958855
Karnataka,2016,Groundnut,18-35,1471958,1794150
Karnataka,2016,Maize,18-35,5228378,2052358
Karnataka,2016,Ragi,18-35,2145731,1064235
Karnataka,2016,Rice,18-35,7415759,2787252
Karnataka,2016,Sorghum,18-35,4008309,1881306
Karnataka,2016,Sugarcane,18-35,2712187,1653343
Karnataka,2015,Cotton,18-35,1461705,339041
Karnataka,2015,Groundnut,18-35,4858959,306877
Karnataka,2015,Maize,18-35,3633980,1432917
Karnataka,2015,Ragi,18-35,2705430,294930
Karnataka,2015,Rice,18-35,5139012,1933451
Karnataka,2015,Sorghum,18-35,1773830,1408106
Karnataka,2015,Sugarcane,18-35,792814,966416
Karnataka,2014,Cotton,18-35,3461788,1508541
Karnataka,2014,Groundnut,18-35,965988,1501208
Karnataka,2014,Maize,18-35,3806071,1502377
Karnataka,2014,Ragi,18-35,3203726,582939
Karnataka,2014,Rice,18-35,5905493,2218597
Karnataka,2014,Sorghum,18-35,2290174,725583
Karnataka,2014,Sugarcane,18-35,2266167,1347264
Karnataka,2013,Cotton,18-35,1178221,1077004
Karnataka,2013,Groundnut,18-35,3401096,598469
Karnataka,2013,Maize,18-35,3601192,1412134
Karnataka,2013,Ragi,18-35,3810584,543197
Karnataka,2013,Rice,18-35,4794569,1800457
Karnataka,2013,Sorghum,18-35,1385244,1007306
Karnataka,2013,Sugarcane,18-35,1278801,407313
Karnataka,2012,Cotton,18-35,3711898,1117357
Karnataka,2012,Groundnut,18-35,1735937,1203453
Karnataka,2012,Maize,18-35,3940164,1552878
Karnataka,2012,Ragi,18-35,1760120,578913
Karnataka,2012,Rice,18-35,5034180,1899007
Karnataka,2012,Sorghum,18-35,1084849,1139810
Karnataka,2012,Sugarcane,18-35,1663840,1344583
Karnataka,2011,Cotton,18-35,2358259,1655531
Karnataka,2011,Groundnut,18-35,5003731,920731
Karnataka,2011,Maize,18-35,3411272,1336415
Karnataka,2011,Ragi,18-35,1216301,996316
Karnataka,2011,Rice,18-35,4987484,1872949
Karnataka,2011,Sorghum,18-35,3503837,697929
Karnataka,2011,Sugarcane,18-35,1851940,1076255
Karnataka,2010,Cotton,18-35,4714062,852332
Karnataka,2010,Groundnut,18-35,2334958,1069085
Karnataka,2010,Maize,18-35,3166920,1247927
Karnataka,2010,Ragi,18-35,3418170,543347
Karnataka,2010,Rice,18-35,4574342,1717422
Karnataka,2010,Sorghum,18-35,2319471,737330
Karnataka,2010,Sugarcane,18-35,658478,1181715
Karnataka,2009,Cotton,18-35,3141815,1171625
Karnataka,2009,Groundnut,18-35,3237155,1326206
Karnataka,2009,Maize,18-35,3577409,1405922
Karnataka,2009,Ragi,18-35,3325385,1281935
Karnataka,2009,Rice,18-35,4727470,1778655
Karnataka,2009,Sorghum,18-35,3622571,256368
Karnataka,2009,Sugarcane,18-35,2727441,1106889
Karnataka,2008,Cotton,18-35,1092057,1087532
Karnataka,2008,Groundnut,18-35,3690427,1068537
Karnataka,2008,Maize,18-35,3938631,1543684
Karnataka,2008,Ragi,18-35,1407336,707962
Karnataka,2008,Rice,18-35,4251508,1604703
Karnataka,2008,Sorghum,18-35,1478874,1454874
Karnataka,2008,Sugarcane,18-35,2426713,666053
Karnataka,2007,Cotton,18-35,3374343,1000285
Karnataka,2007,Groundnut,18-35,3077295,565768
Karnataka,2007,Maize,18-35,3446560,1350390
Karnataka,2007,Ragi,18-35,2535478,1194346
Karnataka,2007,Rice,18-35,4983313,1876443
Karnataka,2007,Sorghum,18-35,2344524,970497
Karnataka,2007,Sugarcane,18-35,591426,459904
Karnataka,2006,Cotton,18-35,3878375,1393587
Karnataka,2006,Groundnut,18-35,1337679,1277239
Karnataka,2006,Maize,18-35,3504706,1373344
Karnataka,2006,Ragi,18-35,1625939,357923
Karnataka,2006,Rice,18-35,4595313,1727050
Karnataka,2006,Sorghum,18-35,589367,818351
Karnataka,2006,Sugarcane,18-35,2385441,1042288
Karnataka,2005,Cotton,18-35,1384423,1260730
Karnataka,2005,Groundnut,18-35,816516,1146156
Karnataka,2005,Maize,18-35,2857640,1127203
Karnataka,2005,Ragi,18-35,1481699,528061
Karnataka,2005,Rice,18-35,4290851,1620166
Karnataka,2005,Sorghum,18-35,1987066,847509
Karnataka,2005,Sugarcane,18-35,2618675,428696
Karnataka,2004,Cotton,18-35,2658917,1141420
Karnataka,2004,Groundnut,18-35,1858943,739213
Karnataka,2004,Maize,18-35,2775562,1095791
Karnataka,2004,Ragi,18-35,3050446,293098
Karnataka,2004,Rice,18-35,4555848,1711856
Karnataka,2004,Sorghum,18-35,1818652,575162
Karnataka,2004,Sugarcane,18-35,3528056,286295
Karnataka,2003,Cotton,18-35,4136017,1177998
Karnataka,2003,Groundnut,18-35,2856695,953338
Karnataka,2003,Maize,18-35,3066000,1204975
Karnataka,2003,Ragi,18-35,1900396,938390
Karnataka,2003,Rice,18-35,4530720,1700830
Karnataka,2003,Sorghum,18-35,2069551,801893
Karnataka,2003,Sugarcane,18-35,787995,492010
Karnataka,2002,Cotton,18-35,2226264,292997
Karnataka,2002,Groundnut,18-35,3453793,669101
Karnataka,2002,Maize,18-35,2849659,1122081
Karnataka,2002,Ragi,18-35,2984315,1182848
Karnataka,2002,Rice,18-35,3846542,1451685
Karnataka,2002,Sorghum,18-35,647883,616869
Karnataka,2002,Sugarcane,18-35,1302152,702659
Karnataka,2001,Cotton,18-35,2385350,712686
Karnataka,2001,Groundnut,18-35,962613,1128696
Karnataka,2001,Maize,18-35,2916098,1144326
Karnataka,2001,Ragi,18-35,2236143,1226877
Karnataka,2001,Rice,18-35,3694030,1395371
Karnataka,2001,Sorghum,18-35,1867954,249769
Karnataka,2001,Sugarcane,18-35,1028159,995554
Karnataka,2000,Cotton,18-35,1458206,665738
Karnataka,2000,Groundnut,18-35,2658736,226869
Karnataka,2000,Maize,18-35,2914366,1142683
Karnataka,2000,Ragi,18-35,2276059,1114995
Karnataka,2000,Rice,18-35,4121059,1546983
Karnataka,2000,Sorghum,18-35,642041,937155
Karnataka,2000,Sugarcane,18-35,820597,664089
Kerala,2024,Black Pepper,24-32,1970569,1531933
Kerala,2024,Cashew,24-32,6117373,642402
Kerala,2024,Coconut,24-32,2547101,1329102
Kerala,2024,Rice,24-32,7631156,597558
Kerala,2024,Rubber,24-32,2020921,615008
Kerala,2024,Tea,24-32,3208041,326512
Kerala,2023,Black Pepper,24-32,4263087,1925661
Kerala,2023,Cashew,24-32,4510785,1215660
Kerala,2023,Coconut,24-32,1471089,1299847
Kerala,2023,Rice,24-32,3583210,665590
Kerala,2023,Rubber,24-32,2504700,805198
Kerala,2023,Tea,24-32,7482709,2484293
Kerala,2022,Black Pepper,24-32,3564127,334880
Kerala,2022,Cashew,24-32,2311508,427755
Kerala,2022,Coconut,24-32,4596958,870491
Kerala,2022,Rice,24-32,4778082,346686
Kerala,2022,Rubber,24-32,2691754,1142499
Kerala,2022,Tea,24-32,5458005,2242494
Kerala,2021,Black Pepper,24-32,2329015,1699885
Kerala,2021,Cashew,24-32,2487933,992698
Kerala,2021,Coconut,24-32,4747923,1121986
Kerala,2021,Rice,24-32,919157,1296287
Kerala,2021,Rubber,24-32,4073021,1259889
Kerala,2021,Tea,24-32,2892048,1517744
Kerala,2020,Black Pepper,24-32,6287176,1017295
Kerala,2020,Cashew,24-32,5003522,1281171
Kerala,2020,Coconut,24-32,3651059,1401824
Kerala,2020,Rice,24-32,5171428,596406
Kerala,2020,Rubber,24-32,2048786,930503
Kerala,2020,Tea,24-32,3548186,1199049
Kerala,2019,Black Pepper,24-32,945817,690996
Kerala,2019,Cashew,24-32,3122784,1058966
Kerala,2019,Coconut,24-32,5628278,1063975
Kerala,2019,Rice,24-32,3549150,287491
Kerala,2019,Rubber,24-32,739872,956066
Kerala,2019,Tea,24-32,3742902,1516814
Kerala,2018,Black Pepper,24-32,1695285,846608
Kerala,2018,Cashew,24-32,3949697,488537
Kerala,2018,Coconut,24-32,3959046,1937424
Kerala,2018,Rice,24-32,1589740,681170
Kerala,2018,Rubber,24-32,3736214,571087
Kerala,2018,Tea,24-32,4576751,1068287
Kerala,2017,Black Pepper,24-32,1703090,1425505
Kerala,2017,Cashew,24-32,3399933,500538
Kerala,2017,Coconut,24-32,3484163,571198
Kerala,2017,Rice,24-32,3829447,698403
Kerala,2017,Rubber,24-32,1416745,628451
Kerala,2017,Tea,24-32,6911619,2022738
Kerala,2016,Black Pepper,24-32,5916399,1463193
Kerala,2016,Cashew,24-32,3161101,616909
Kerala,2016,Coconut,24-32,4873145,1222431
Kerala,2016,Rice,24-32,2783354,1775422
Kerala,2016,Rubber,24-32,1112842,691199
Kerala,2016,Tea,24-32,4163775,1112172
Kerala,2015,Black Pepper,24-32,3275652,871665
Kerala,2015,Cashew,24-32,3883477,368469
Kerala,2015,Coconut,24-32,4356416,1534860
Kerala,2015,Rice,24-32,3250758,759634
Kerala,2015,Rubber,24-32,3328631,1344089
Kerala,2015,Tea,24-32,3917519,1265500
Kerala,2014,Black Pepper,24-32,4046723,813237
Kerala,2014,Cashew,24-32,864993,648583
Kerala,2014,Coconut,24-32,3016540,1435217
Kerala,2014,Rice,24-32,2736072,1108909
Kerala,2014,Rubber,24-32,725128,1276342
Kerala,2014,Tea,24-32,5108078,1209715
Kerala,2013,Black Pepper,24-32,4692346,1012673
Kerala,2013,Cashew,24-32,1296851,930295
Kerala,2013,Coconut,24-32,2672065,1016944
Kerala,2013,Rice,24-32,925150,455819
Kerala,2013,Rubber,24-32,3123560,1082897
Kerala,2013,Tea,24-32,3827605,350284
Kerala,2012,Black Pepper,24-32,2788706,1025180
Kerala,2012,Cashew,24-32,4567052,887896
Kerala,2012,Coconut,24-32,1974792,458010
Kerala,2012,Rice,24-32,3691418,1480570
Kerala,2012,Rubber,24-32,3262459,1395967
Kerala,2012,Tea,24-32,2568102,895576
Kerala,2011,Black Pepper,24-32,1270723,1014648
Kerala,2011,Cashew,24-32,2090098,1102416
Kerala,2011,Coconut,24-32,1125385,342940
Kerala,2011,Rice,24-32,3670780,760871
Kerala,2011,Rubber,24-32,3018875,1252964
Kerala,2011,Tea,24-32,2007843,503529
Kerala,2010,Black Pepper,24-32,2806973,733545
Kerala,2010,Cashew,24-32,798642,1245123
Kerala,2010,Coconut,24-32,2889735,926430
Kerala,2010,Rice,24-32,3153276,951187
Kerala,2010,Rubber,24-32,2351183,916373
Kerala,2010,Tea,24-32,3315719,1058945
Kerala,2009,Black Pepper,24-32,2019539,381179
Kerala,2009,Cashew,24-32,3712395,1325784
Kerala,2009,Coconut,24-32,1578962,390648
Kerala,2009,Rice,24-32,4629182,1113769
Kerala,2009,Rubber,24-32,3532639,973944
Kerala,2009,Tea,24-32,1904513,1042613
Kerala,2008,Black Pepper,24-32,1531043,1332590
Kerala,2008,Cashew,24-32,4190884,319387
Kerala,2008,Coconut,24-32,3705092,1112427
Kerala,2008,Rice,24-32,1828690,1174071
Kerala,2008,Rubber,24-32,637147,452085
Kerala,2008,Tea,24-32,4627062,611894
Kerala,2007,Black Pepper,24-32,3314060,792162
Kerala,2007,Cashew,24-32,1361946,1003474
Kerala,2007,Coconut,24-32,3361012,1267254
Kerala,2007,Rice,24-32,4196972,1121794
Kerala,2007,Rubber,24-32,2609143,753286
Kerala,2007,Tea,24-32,1497589,1227652
Kerala,2006,Black Pepper,24-32,3607683,1238121
Kerala,2006,Cashew,24-32,3746999,1211276
Kerala,2006,Coconut,24-32,721091,362027
Kerala,2006,Rice,24-32,2970134,1135878
